mask_fraction,n,comprehensiveness,random_effect,faithful_rate,t_stat,t_pvalue,wilcoxon_pvalue
0.1,30,0.36666666666666664,0.2833333333333333,0.1,1.7202277969703275,0.09604701694825685,0.10247043485974937
0.2,30,0.5,0.4166666666666667,0.23333333333333334,0.5120606880850137,0.6124863197005139,0.11888821797443341
0.3,30,0.6833333333333333,0.5166666666666667,0.16666666666666666,1.30609431242203,0.20178586998487985,0.2059032107320684
0.5,30,0.6166666666666667,0.8166666666666667,0.1,-1.2354415362426847,0.22658147271804818,0.24821307898992373
