model,regime,training_strategy,requested_trainable_fraction,actual_trainable_fraction,trainable_parameters,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1
pixtral,full,top_language_layers,0.3,0.2893802004410323,3670133760,291,291,1.0,0.5523991376526439,0.5133943243757755,0.40735660847880306,0.6565292094581315,1.1292388640624071,-0.2046391750938704,0.5616823758766063,0.5954300780367385,0.4948453608247423,0.8591065292096219,0.22697594493525136,0.37982105261262944,0.0,72,72,1.0,72,2.0979166660043926,2.85920176200708,-0.8270833326710595,0.6775404216218592,0.4861111111111111
