model,regime,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1
pixtral,zero_shot,291,291,1.0,0.48312644848985553,0.3882646214005898,0.2026624967133942,0.7175257730320147,1.0577646143084605,0.18797250875492685,0.5056733423618023,0.5378619029430954,0.31958762886597936,0.845360824742268,0.24742268033044032,0.3407816184425988,0.0,72,72,1.0,72,2.2194444437821708,3.1308611694381563,0.7597222228844961,0.5370233187676986,0.4305555555555556
