model,regime,training_strategy,requested_trainable_fraction,actual_trainable_fraction,trainable_parameters,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1
qwen25vl,full,top_language_layers,0.3,0.29057101671450053,2409463296,291,291,1.0,0.7035163330375553,0.6218056703761614,0.47006235858948187,0.48728522320383605,0.8829036755192072,0.14845360841128424,0.7095069021276394,0.7136601404323285,0.5463917525773195,0.9381443298969072,0.15816151194556063,0.27866282253964303,0.0,72,72,1.0,72,1.677777777115504,2.4336757746371775,0.6000000006622739,0.7804137043091975,0.5416666666666666
