model,regime,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1,route_two_model,route_three_model,route_single_model,route_dropped
ensemble,full,291,291,1.0,0.7121207941006065,0.6236221573039991,0.39762817345317103,0.47697594485332057,0.8511968528935653,0.11580756030131861,0.7169442424657463,0.7224588266754155,0.46735395189003437,0.9312714776632303,0.15419530346904287,0.25851905985659146,0.0,72,72,1.0,72,1.3791666660043929,1.8851208325121682,0.4680555562178294,0.8542133938746994,0.5972222222222222,278,13,0,0
