model,regime,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1,route_two_model,route_three_model,route_single_model,route_dropped
ensemble,lora,291,291,1.0,0.732256315378822,0.6511050083171165,0.45483424289321495,0.4417525771557261,0.8202809424593627,0.00326460497485813,0.7331388886004444,0.7431103773289516,0.5257731958762887,0.9312714776632303,0.15158934699710702,0.27417164535321015,0.0,72,72,1.0,72,1.1048611104488373,1.4857073690685871,0.013194445106718276,0.8979354033257938,0.5972222222222222,284,7,0,0
