model,regime,training_strategy,requested_trainable_fraction,actual_trainable_fraction,trainable_parameters,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1
donut,full,all_parameters,1.0,1.0,201853048,291,150,0.5154639175257731,0.2945163277880468,0.22151210225727502,0.11939083933968841,0.7633333333333333,1.0700467279516348,0.09,0.3720582112081586,0.39307971621781074,0.32666666666666666,0.82,0.27183333333333337,0.3921267982756674,0.0,72,20,0.2777777777777778,20,1.8,2.361143790623519,0.9,0.27135746503455677,0.5
