model,regime,training_strategy,requested_trainable_fraction,actual_trainable_fraction,trainable_parameters,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1
internvl3,full,top_language_layers,0.3,0.30311584131711344,2408065536,291,291,1.0,0.6290236646934051,0.6077853454246032,0.5063681868743048,0.5096219929632863,0.9958504972936963,0.10206185583396465,0.6315161053856211,0.6462302819735638,0.5807560137457045,0.9312714776632303,0.16371706750111617,0.30099309024048854,0.0,72,72,1.0,72,1.2958333326710596,1.8940330271842283,0.4125000006622738,0.8476364968641537,0.6805555555555556
