model,regime,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1,route_two_model,route_three_model,route_single_model,route_dropped
ensemble,few_shot,291,291,1.0,0.5704822465786289,0.36481198149523775,0.055926971826361194,0.7871134018979941,1.0072802001607177,-0.3025773194237673,0.6013237547696437,0.6273305113254181,0.15120274914089346,0.7422680412371134,0.2858533790704174,0.3615244570898258,0.0,72,72,1.0,72,2.2159722215599484,2.8897628204269665,-1.2229166660043929,0.7035216571348678,0.375,255,36,0,0
