model,regime,feature,group,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
ensemble,lora,subject,machine_learning,36,36,1.0,0.6083943011166731,0.31472081218274106,0.029525032092426184,0.3125,0.44292274219727706,0.1736111111111111,0.6796192411122043,0.40467788771228774,0.4166666666666667,1.0,0.125,0.1771690968789108,0.0
ensemble,lora,subject,networking,45,45,1.0,0.8066263934732515,0.6870091990127889,0.5297191378184193,0.34444444444444444,0.6191391873668903,-0.16666666666666666,0.8220905459792782,0.8231948849229487,0.6444444444444445,0.9555555555555556,0.20833333333333334,0.4044028519516976,0.0
ensemble,lora,subject,other,40,40,1.0,0.3268053855569155,0.2420537897310513,0.16757940854326392,0.3875,0.5863019699779287,0.0125,0.35170296108605015,0.3508554301164227,0.525,1.0,0.096875,0.14657549249448218,0.0
ensemble,lora,subject,programming,20,20,1.0,-0.08410397400649838,-0.015894955079474693,0.1358024691358024,1.8375,2.3284920012746446,0.1875,-0.08826722622880637,0.016757529268824622,0.3,0.35,0.459375,0.5821230003186612,0.0
ensemble,lora,criterion_scale_grp,large_scale,151,151,1.0,0.6824001414099152,0.5947897664741976,0.37321353509878097,0.5894039735099338,1.0361831385854248,-0.029801324503311258,0.6841085228960684,0.6850230205580428,0.4768211920529801,0.8807947019867549,0.1527317880794702,0.2630154545326788,0.0
ensemble,lora,criterion_scale_grp,small_scale,140,140,1.0,0.8017450355840088,0.6700631629126446,0.48177426438296,0.28249999965940203,0.4904626092312376,0.0389285717691694,0.8029956842573285,0.8075756897388584,0.5785714285714286,0.9857142857142858,0.15035714268684386,0.2857165176845122,0.0
ensemble,lora,criterion_type,application,74,74,1.0,0.4086477465280439,0.4889864721297542,0.45123595505617975,0.6587837837837838,1.2590885807019512,0.010135135135135136,0.413875898023106,0.4029718793865428,0.5540540540540541,0.8243243243243243,0.21368243243243243,0.37238672774415577,0.0
ensemble,lora,criterion_type,definition_theory,126,126,1.0,0.7762712817293367,0.6469801649208826,0.45934959349593485,0.3492063492063492,0.6131819171274243,0.047619047619047616,0.7781855232475394,0.7267224970118766,0.5476190476190477,0.9523809523809523,0.11832010582010581,0.21353428655462225,0.0
ensemble,lora,criterion_type,numerical,48,48,1.0,0.8677813504823151,0.6590776415645068,0.31086142322097376,0.3802083333333333,0.5784768073714509,-0.015625,0.8688166028837112,0.6640590619755062,0.5208333333333334,1.0,0.09982638888888888,0.15250132816665102,0.0
ensemble,lora,criterion_type,structure_clarity,34,34,1.0,0.664649820254946,0.4747247543506571,0.2359550561797752,0.3838235280093025,0.5504677141664573,-0.016176469185773062,0.6669071681951015,0.6858656494431618,0.4117647058823529,1.0,0.21985294047523948,0.36195445711593,0.0
ensemble,zero_shot,handwriting_density_grp,high,102,102,1.0,0.5671731972385403,0.4069480349725507,0.10946944257891211,0.5887254897285911,0.834327837920875,0.13676470634984036,0.5889587680108757,0.5030613386615634,0.23529411764705882,0.8529411764705882,0.2266748363675635,0.299247023888953,0.0
ensemble,zero_shot,handwriting_density_grp,low,96,96,1.0,0.6356587030716724,0.4126195028680688,0.04768734313373968,0.6666666666666666,0.8508574106942557,0.010416666666666666,0.6515890548993705,0.6959659243673255,0.13541666666666666,0.8541666666666666,0.24405381944444446,0.29921501031170433,0.0
ensemble,zero_shot,handwriting_density_grp,mid,93,93,1.0,0.5221256887867212,0.36659148202202474,0.08410003887521045,0.8279569892473119,1.1071614388213236,0.24731182795698925,0.5842918147759342,0.5760964250170532,0.1827956989247312,0.7956989247311828,0.2617383512544803,0.3333658138297124,0.0
ensemble,zero_shot,answer_length_grp,high,99,99,1.0,0.47003619203581404,0.3363343872564928,0.10552530985752351,0.7303030298213766,1.0022197585341646,0.3606060610877143,0.5228298037228459,0.4865551258315531,0.21212121212121213,0.8080808080808081,0.24701178427095766,0.32029777328012377,0.0
ensemble,zero_shot,answer_length_grp,low,97,97,1.0,0.706455413392648,0.4691306271687743,0.07846586910626308,0.6056701030927835,0.7686680138160541,-0.06958762886597938,0.7179385831517408,0.7653873133113979,0.16494845360824742,0.8865979381443299,0.22710481099656354,0.2801771730205495,0.0
ensemble,zero_shot,answer_length_grp,mid,95,95,1.0,0.5106189560222392,0.36901034253724263,0.06886152299572756,0.7368421052631579,1.014370429587265,0.09473684210526316,0.5550183604049673,0.5623963540933443,0.17894736842105263,0.8105263157894737,0.2569298245614035,0.32916583388746534,0.0
ensemble,zero_shot,subject,data_mining,32,32,1.0,0.6038868248070877,0.41900852541837696,0.15981735159817356,0.8984375,1.1634069043116428,0.3671875,0.7019705381879113,0.7591137262001509,0.28125,0.71875,0.224609375,0.2908517260779107,0.0
ensemble,zero_shot,subject,databases,64,64,1.0,0.4511758943769919,0.231057493179054,0.05034446210916799,0.5710937492549419,0.6889473400961021,-0.10234374925494194,0.5058504530849881,0.4557783072444373,0.125,0.875,0.23867187462747097,0.28925528477979484,0.0
ensemble,zero_shot,subject,environment,18,18,1.0,-0.013937282229965264,-0.01834862385321112,-0.009345794392523477,0.5138888888888888,0.5803495115493383,-0.3194444444444444,-0.052796367734845466,0.18219813149998287,0.0,0.9444444444444444,0.2569444444444444,0.29017475577466917,0.0
ensemble,zero_shot,subject,image_processing,28,28,1.0,-0.05760368663594462,0.011363636363636354,0.007385524372230501,0.7767857142857143,1.012202337197742,0.5446428571428571,-0.08877736313328363,-0.09387991637941734,0.14285714285714285,0.7857142857142857,0.2196428571428571,0.26767851186504626,0.0
ensemble,zero_shot,subject,machine_learning,36,36,1.0,0.24916573971078992,0.08421052631578951,0.03105590062111796,0.4027777777777778,0.5103103630798288,-0.125,0.5021361404216869,0.08532721970397172,0.2777777777777778,0.9444444444444444,0.1611111111111111,0.20412414523193148,0.0
ensemble,zero_shot,subject,networking,45,45,1.0,0.8179564139371004,0.5921750663129973,0.19004764425622034,0.45555555555555555,0.5868938953886337,0.15555555555555556,0.8379704305821531,0.8136449942571432,0.24444444444444444,0.9333333333333333,0.3055555555555556,0.39352396510391985,0.0
ensemble,zero_shot,subject,other,40,40,1.0,-0.05932203389830515,-0.059160305343511466,-0.03505843071786319,0.69375,0.8615030470056388,-0.13125,-0.060832726778987815,-0.04957752656523126,0.225,0.85,0.1734375,0.2153757617514097,0.0
ensemble,zero_shot,subject,programming,20,20,1.0,0.05848787446504988,0.038189533239038176,0.02298850574712641,1.7,2.03100960115899,1.05,0.2307737798573855,0.13547281931755725,0.15,0.45,0.425,0.5077524002897476,0.0
ensemble,zero_shot,criterion_scale_grp,large_scale,151,151,1.0,0.475153737443184,0.29620225121209276,0.04445374195910268,0.9056291390728477,1.1805193042956008,0.25662251655629137,0.5297243000160661,0.4956764799741387,0.1986754966887417,0.7350993377483444,0.23868653421633554,0.3076471991047502,0.0
ensemble,zero_shot,criterion_scale_grp,small_scale,140,140,1.0,0.6245336417029306,0.3636003732714984,0.04149206161836749,0.4592857139451163,0.561025846076578,-0.005714285373687744,0.6846681472157872,0.6787946776837893,0.17142857142857143,0.9428571428571428,0.24892857125827247,0.3136478917376698,0.0
ensemble,zero_shot,criterion_type,application,74,74,1.0,0.37186633325755847,0.32160168598524763,0.12452376178062963,0.8817567567567568,1.2557301095809195,0.42905405405405406,0.4258483536426646,0.3771934944667028,0.20270270270270271,0.7567567567567568,0.30996621621621623,0.38916110833849166,0.0
ensemble,zero_shot,criterion_type,definition_theory,126,126,1.0,0.4602794334668532,0.2685954953305255,0.0267379679144385,0.628968253968254,0.8155848033335169,-0.03373015873015873,0.4827523463585297,0.44600850964246047,0.1746031746031746,0.8492063492063492,0.2156746031746032,0.2687203902723948,0.0
ensemble,zero_shot,criterion_type,numerical,48,48,1.0,0.6122161315583399,0.3201267828843105,0.015772870662460692,0.7447916666666666,0.8977692261006351,-0.005208333333333333,0.6366934260792326,0.4182987971667863,0.1875,0.8333333333333334,0.20008680555555558,0.24390353070766865,0.0
ensemble,zero_shot,criterion_type,structure_clarity,34,34,1.0,0.5941309441479754,0.3552065154159395,0.11851851851851858,0.4794117633034201,0.583221277632498,0.2705882366965799,0.6768906535632001,0.5917169540842587,0.17647058823529413,0.9411764705882353,0.2955882345928865,0.3705619738121097,0.0
internvl3,few_shot,handwriting_density_grp,high,102,102,1.0,0.3872170580825587,0.29043633875467123,0.07064252751153699,0.7774509799246695,1.0945049909685753,-0.35588235247368905,0.41492219256001384,0.4411104799570522,0.24509803921568626,0.8333333333333334,0.29836601283815173,0.40661737583131075,0.0
internvl3,few_shot,handwriting_density_grp,low,96,96,1.0,0.4566023386253446,0.28602946409508223,0.051999999999999935,1.0885416666666667,1.3640663779059043,-0.8385416666666666,0.5780703847102113,0.5825185925153722,0.17708333333333334,0.6979166666666666,0.4088541666666667,0.5084158630637078,0.0
internvl3,few_shot,handwriting_density_grp,mid,93,93,1.0,0.524665654239945,0.2797883760159485,-0.013798813302056123,1.086021505376344,1.2972261556585771,-0.5268817204301075,0.5709740246750215,0.584887040478527,0.15053763440860216,0.6344086021505376,0.3504480286738351,0.4271783376279633,0.0
internvl3,few_shot,answer_length_grp,high,99,99,1.0,0.4760529994529873,0.29061737369541496,0.052808151093439504,0.8363636358819827,1.0775017864290535,-0.1494949490132958,0.48095782109486684,0.5239539734138574,0.2222222222222222,0.7575757575757576,0.28619528595445937,0.3704976628879643,0.0
internvl3,few_shot,answer_length_grp,low,97,97,1.0,0.5105614061976922,0.3089129574322623,0.03374424106586993,1.0206185567010309,1.2696902780055677,-0.7319587628865979,0.6169280131161622,0.6510824847913909,0.17525773195876287,0.7422680412371134,0.3845360824742268,0.47834252299085855,0.0
internvl3,few_shot,answer_length_grp,mid,95,95,1.0,0.38867650365859985,0.2443431925245193,0.011604641856742703,1.0842105263157895,1.399247918291146,-0.8421052631578947,0.5057886108656979,0.4838891523663593,0.17894736842105263,0.6736842105263158,0.385701754385965,0.4906024760166669,0.0
internvl3,few_shot,subject,data_mining,32,32,1.0,0.5916473317865429,0.4026666666666666,0.16417910447761197,0.875,1.1726039399558574,-0.5,0.7489091750788712,0.7495178210220198,0.34375,0.8125,0.21875,0.29315098498896436,0.0
internvl3,few_shot,subject,databases,64,64,1.0,0.05847692170341934,0.030166812993854264,-0.011518885614786978,1.348437499254942,1.5721700760613813,-1.301562499254942,0.17352653368494153,0.15476816960751041,0.078125,0.5,0.545312499627471,0.6270660292754408,0.0
internvl3,few_shot,subject,environment,18,18,1.0,-0.036968576709796475,-0.017857142857143016,-0.009345794392523477,1.0555555555555556,1.1395661942647786,-0.9444444444444444,-0.13199091933711365,-0.08281733249999221,0.0,0.8333333333333334,0.5277777777777778,0.5697830971323893,0.0
internvl3,few_shot,subject,image_processing,28,28,1.0,-0.023869984763839502,-0.07234042553191489,-0.15068493150684947,0.9642857142857143,1.1338934190276817,0.32142857142857145,-0.026604890748575957,-0.02357084761661216,0.03571428571428571,0.7142857142857143,0.2785714285714285,0.31545035833143154,0.0
internvl3,few_shot,subject,machine_learning,36,36,1.0,0.5800000000000001,0.2512,0.02807775377969768,0.3611111111111111,0.44095855184409843,-0.19444444444444445,0.7051183174196689,0.42957348171413806,0.3055555555555556,1.0,0.14444444444444446,0.17638342073763935,0.0
internvl3,few_shot,subject,networking,45,45,1.0,0.6287651083967514,0.39918533604887985,0.08276714021000608,0.6555555555555556,0.8465616732800196,-0.5,0.7518759121720204,0.7157114112896037,0.26666666666666666,0.9333333333333333,0.37777777777777777,0.4915960401250875,0.0
internvl3,few_shot,subject,other,40,40,1.0,0.07416879795396425,0.029126213592232997,0.02684563758389269,1.125,1.5041608956491324,-0.65,0.11857693081945574,0.0875278124878447,0.275,0.7,0.28125,0.3760402239122831,0.0
internvl3,few_shot,subject,programming,20,20,1.0,0.1719077568134172,0.06340057636887608,0.007832898172323688,1.625,1.7211914478058505,0.075,0.27603951736826604,0.32214556519650506,0.05,0.3,0.40625,0.43029786195146263,0.0
internvl3,few_shot,criterion_scale_grp,large_scale,151,151,1.0,0.3996589712880504,0.22070749926968714,0.04156911711149269,1.228476821192053,1.506607961504543,-0.5662251655629139,0.43707335107720424,0.4512634980942552,0.19205298013245034,0.6026490066225165,0.33195364238410596,0.4170114467560015,0.0
internvl3,few_shot,criterion_scale_grp,small_scale,140,140,1.0,0.48743276971209615,0.2980525021585566,0.003024955886059999,0.7092857139451163,0.9046112024985506,-0.5735714282308306,0.6153563523317098,0.6471949746033364,0.19285714285714287,0.8571428571428571,0.372499999829701,0.48100527149625166,0.0
internvl3,few_shot,criterion_type,application,74,74,1.0,0.3684282397924349,0.15152394775036282,-0.049645390070921946,1.0675675675675675,1.299688112275091,-0.47297297297297297,0.4171808703881558,0.3620080789230304,0.21621621621621623,0.6621621621621622,0.4206081081081081,0.5289347402652425,0.0
internvl3,few_shot,criterion_type,definition_theory,126,126,1.0,0.27407225362496934,0.1579364450431887,-0.025871252472987383,1.003968253968254,1.2759217023298062,-0.6626984126984127,0.34302091570487253,0.38113200173576467,0.15079365079365079,0.7222222222222222,0.3503968253968254,0.44403502968096364,0.0
internvl3,few_shot,criterion_type,numerical,48,48,1.0,0.49315960912052115,0.3368685459112476,0.13678474114441408,1.03125,1.423390904378227,-0.6354166666666666,0.5685581222893785,0.44457880177562625,0.3125,0.7083333333333334,0.265625,0.36532662326562876,0.0
internvl3,few_shot,criterion_type,structure_clarity,34,34,1.0,0.4799476685025762,0.28232189973614785,0.020854021847070525,0.6117647044798907,0.7463637316235362,-0.2294117633034201,0.5052233309824337,0.4389519795972259,0.14705882352941177,0.8529411764705882,0.35294117576935713,0.42043394840420834,0.0
internvl3,full,handwriting_density_grp,high,102,102,1.0,0.5098254954464037,0.5078621557203391,0.4028103044496487,0.571568626983493,1.0412567819678378,0.12450980438905604,0.5167570279983122,0.5137545457756866,0.5098039215686274,0.9313725490196079,0.1900326795048184,0.3296404919914694,0.0
internvl3,full,handwriting_density_grp,low,96,96,1.0,0.8682107034519407,0.7387067035427367,0.5665075474132371,0.3229166666666667,0.568257570707744,0.10416666666666667,0.8720920049676965,0.8711108971440569,0.6354166666666666,0.9791666666666666,0.11571180555555555,0.21888058271747346,0.0
internvl3,full,handwriting_density_grp,mid,93,93,1.0,0.5236087395895042,0.5668271887581906,0.5265547605943863,0.6344086021505376,1.2572371141874243,0.07526881720430108,0.5254577644976304,0.533239847767443,0.6021505376344086,0.8817204301075269,0.18440860215053761,0.33889182676909757,0.0
internvl3,full,answer_length_grp,high,99,99,1.0,0.45700326336377917,0.4998732829844391,0.4308256880733945,0.6040404035587503,1.1206960317903352,0.11313131361296683,0.45978165941281834,0.4957534947335165,0.5252525252525253,0.9090909090909091,0.19545454521371863,0.3432816801647455,0.0
internvl3,full,answer_length_grp,low,97,97,1.0,0.8540377863233573,0.7358028053928911,0.6073387307390963,0.30927835051546393,0.56986162183572,0.07216494845360824,0.8572669435487279,0.8686421442461751,0.6804123711340206,0.979381443298969,0.11065292096219931,0.2208102335062321,0.0
internvl3,full,answer_length_grp,mid,95,95,1.0,0.5440082439187539,0.5606893008181495,0.45854922279792754,0.6157894736842106,1.1821033884786185,0.12105263157894737,0.5473331021990772,0.5408310199455119,0.5368421052631579,0.9052631578947369,0.18482456140350872,0.32392083539398814,0.0
internvl3,full,subject,data_mining,32,32,1.0,0.7562012756909993,0.6762513312034079,0.4920634920634921,0.59375,1.159202311936963,0.34375,0.7784661756266205,0.7653444289746806,0.625,0.90625,0.1484375,0.28980057798424075,0.0
internvl3,full,subject,databases,64,64,1.0,0.6310912286307717,0.4611345882955564,0.3025641025641026,0.41093749925494194,0.6006506884645727,-0.17656249925494194,0.6812211595434186,0.6694346186761662,0.46875,0.984375,0.17812499962747097,0.26806275156599096,0.0
internvl3,full,subject,environment,18,18,1.0,0.07272727272727253,0.423076923076923,0.7777777777777778,0.1388888888888889,0.485912657903775,0.1388888888888889,0.16695677422593647,0.7856742013183862,0.8888888888888888,0.9444444444444444,0.06944444444444445,0.2429563289518875,0.0
internvl3,full,subject,image_processing,28,28,1.0,0.5415335463258786,0.45856353591160226,0.48235294117647054,0.375,0.6050383695034791,0.375,0.7116871910872895,0.7288809309936691,0.6071428571428571,1.0,0.1125,0.18492276379999453,0.0
internvl3,full,subject,machine_learning,36,36,1.0,0.7089262613195343,0.43471074380165287,0.1504424778761061,0.2638888888888889,0.4166666666666667,0.2361111111111111,0.789345160931221,0.5277527207515269,0.5555555555555556,1.0,0.10555555555555556,0.16666666666666666,0.0
internvl3,full,subject,networking,45,45,1.0,0.8068669527896996,0.6922024623803009,0.5652173913043479,0.3333333333333333,0.6146362971528592,-0.2,0.8297695465197792,0.8430317786328284,0.6888888888888889,0.9777777777777777,0.15,0.3140240613569462,0.0
internvl3,full,subject,other,40,40,1.0,0.4628099173553719,0.4036697247706422,0.3689320388349515,0.325,0.570087712549569,0.125,0.4834777609969795,0.4896143260277421,0.675,1.0,0.08125,0.14252192813739226,0.0
internvl3,full,subject,programming,20,20,1.0,-0.34691455696202533,-0.3082901554404145,-0.20141342756183733,2.525,2.9176188921790316,0.625,-0.37076539985978185,-0.186918316552643,0.15,0.3,0.63125,0.7294047230447579,0.0
internvl3,full,criterion_scale_grp,large_scale,151,151,1.0,0.5328034027988764,0.5158388504586884,0.39830649178150423,0.7152317880794702,1.285425175105382,0.1390728476821192,0.5359018017005452,0.5266049830666635,0.5231788079470199,0.8874172185430463,0.18405077262693156,0.3249674518144525,0.0
internvl3,full,criterion_scale_grp,small_scale,140,140,1.0,0.782391207532765,0.6717859220477022,0.5529727313366115,0.2878571425165449,0.5284073102351319,0.06214285748345511,0.7870433199015112,0.7861330947422787,0.6428571428571429,0.9785714285714285,0.14178571411541532,0.2727832733776479,0.0
internvl3,full,criterion_type,application,74,74,1.0,0.205603685567757,0.36173294706347114,0.4231041814316089,0.8851351351351351,1.582206806450528,0.11486486486486487,0.2064797448659206,0.23665884840930634,0.5540540540540541,0.7972972972972973,0.2719594594594595,0.44669393657511514,0.0
internvl3,full,criterion_type,definition_theory,126,126,1.0,0.666402507114297,0.6032870501558514,0.512232889439455,0.3968253968253968,0.7637626158259734,0.1349206349206349,0.6753580045592743,0.6575115604523664,0.6031746031746031,0.9603174603174603,0.13055555555555556,0.24730915182921,0.0
internvl3,full,criterion_type,numerical,48,48,1.0,0.8846631866766095,0.7247706422018348,0.4907161803713528,0.3125,0.5496210815947049,0.10416666666666667,0.8884521512133634,0.7366192081658673,0.6666666666666666,1.0,0.08159722222222222,0.1428261375083551,0.0
internvl3,full,criterion_type,structure_clarity,34,34,1.0,0.7662440439879313,0.5980735551663747,0.3832199546485261,0.3176470574210672,0.49527176055735456,0.12352941316716812,0.7788525101838469,0.7170496431617004,0.5294117647058824,1.0,0.1588235287105336,0.269803849929332,0.0
internvl3,lora,handwriting_density_grp,high,102,102,1.0,0.6850480882809187,0.5824447829398325,0.4208658623136977,0.463725489728591,0.7988349357792687,0.03627451027140898,0.6859958094628507,0.688947779451712,0.5294117647058824,0.9411764705882353,0.19281045728259616,0.3426794330415221,0.0
internvl3,lora,handwriting_density_grp,low,96,96,1.0,0.9002339686073189,0.7990379476215927,0.6605108055009823,0.24479166666666666,0.4881406047441659,0.041666666666666664,0.9009939485133386,0.9112764640830934,0.71875,0.9895833333333334,0.08880208333333334,0.18745948636379484,0.0
internvl3,lora,handwriting_density_grp,mid,93,93,1.0,0.5696599320390907,0.5607810453625433,0.4735606792765428,0.6397849462365591,1.1902380714238083,-0.0913978494623656,0.5724923458931415,0.5842016073701394,0.5591397849462365,0.8817204301075269,0.1817204301075269,0.319731443461342,0.0
internvl3,lora,answer_length_grp,high,99,99,1.0,0.6004754808413919,0.5644618834080718,0.4501357689459393,0.5232323227506696,0.9552618762602537,-0.02828282780117459,0.6008707345679942,0.6283980396402055,0.5454545454545454,0.9090909090909091,0.1885521883113617,0.33772361330678524,0.0
internvl3,lora,answer_length_grp,low,97,97,1.0,0.8710640691944828,0.7626610036471078,0.6422550052687039,0.27319587628865977,0.5263666551654874,0.0,0.8744686698562301,0.8989664967527782,0.711340206185567,0.9896907216494846,0.09604810996563573,0.1974457455893069,0.0
internvl3,lora,answer_length_grp,mid,95,95,1.0,0.6203333658251291,0.592274678111588,0.46426229508196715,0.5473684210526316,1.038723913473187,0.021052631578947368,0.6205381687464979,0.633495052793886,0.5473684210526316,0.9157894736842105,0.18008771929824563,0.3209418249009628,0.0
internvl3,lora,subject,data_mining,32,32,1.0,0.8450813323005422,0.7318435754189945,0.5337748344370861,0.46875,0.8838834764831844,0.09375,0.8479843478204594,0.84265217310036,0.65625,0.90625,0.1171875,0.2209708691207961,0.0
internvl3,lora,subject,databases,64,64,1.0,0.7404598382296361,0.5803152448562147,0.39622641509433965,0.34062499925494194,0.535315327216553,-0.16874999925494194,0.7671699099238357,0.728893134313599,0.546875,1.0,0.14296874962747097,0.23274665804837188,0.0
internvl3,lora,subject,environment,18,18,1.0,0.24767801857585148,0.4375,0.6896551724137931,0.1388888888888889,0.4330127018922193,0.1111111111111111,0.5279636773484547,0.8695819912499181,0.8333333333333334,0.9444444444444444,0.06944444444444445,0.21650635094610965,0.0
internvl3,lora,subject,image_processing,28,28,1.0,0.5594405594405594,0.5437392795883362,0.5771812080536913,0.3392857142857143,0.6338656910463875,0.19642857142857142,0.5846703669726763,0.5355389737637869,0.6785714285714286,0.9642857142857143,0.10357142857142856,0.19086270308410552,0.0
internvl3,lora,subject,machine_learning,36,36,1.0,0.6871657754010696,0.4098360655737705,0.14763231197771576,0.2777777777777778,0.42491829279939874,0.16666666666666666,0.7269871981861422,0.4937640705349089,0.5277777777777778,1.0,0.1111111111111111,0.16996731711975951,0.0
internvl3,lora,subject,networking,45,45,1.0,0.793528133301135,0.6598488216985327,0.50920245398773,0.37777777777777777,0.6497862896539309,-0.2,0.8114036357372006,0.8107273305887023,0.6444444444444445,0.9777777777777777,0.22777777777777777,0.4297932319409209,0.0
internvl3,lora,subject,other,40,40,1.0,0.3023255813953488,0.25,0.22077922077922074,0.375,0.6123724356957945,-0.025,0.3174510888285779,0.3197977429380068,0.625,1.0,0.09375,0.15309310892394862,0.0
internvl3,lora,subject,programming,20,20,1.0,-0.07480847228481302,-0.008064516129032251,0.07894736842105254,1.875,2.441823089414956,0.275,-0.0768703401266271,-0.00829871232232112,0.3,0.4,0.46875,0.610455772353739,0.0
internvl3,lora,criterion_scale_grp,large_scale,151,151,1.0,0.652174327462898,0.5938847569679212,0.45280704688632434,0.5927152317880795,1.0955962421566692,-0.029801324503311258,0.6530056129268125,0.6545616298611975,0.5695364238410596,0.8940397350993378,0.15259381898454744,0.27740270851806176,0.0
internvl3,lora,criterion_scale_grp,small_scale,140,140,1.0,0.783724843670304,0.6656638141952402,0.5398891609743524,0.29142857108797343,0.524166004044178,0.0264285717691694,0.7860442428542369,0.7902174214978153,0.6357142857142857,0.9857142857142858,0.157499999829701,0.30751016235062917,0.0
internvl3,lora,criterion_type,application,74,74,1.0,0.3722051314579303,0.4617622610141313,0.46363856003865667,0.7094594594594594,1.3444078370912722,0.006756756756756757,0.37336165277152633,0.39735209326449594,0.5945945945945946,0.8378378378378378,0.23817567567567569,0.4153413607455269,0.0
internvl3,lora,criterion_type,definition_theory,126,126,1.0,0.7523011101887412,0.653123220049364,0.5404314760204874,0.34523809523809523,0.6538955307075933,0.047619047619047616,0.7552711518047996,0.7329733704855116,0.626984126984127,0.9523809523809523,0.11666666666666665,0.2223734604405149,0.0
internvl3,lora,criterion_type,numerical,48,48,1.0,0.8642375842276017,0.6826137689614935,0.43956043956043955,0.3541666666666667,0.5951190357119042,-0.0625,0.8656586507803542,0.6690066253936597,0.6458333333333334,1.0,0.09201388888888888,0.15543770337221802,0.0
internvl3,lora,criterion_type,structure_clarity,34,34,1.0,0.6848786581669208,0.5140599581687195,0.327906976744186,0.36176470447989073,0.5447611449441633,0.020588236696579876,0.6856089783141662,0.6920671126087166,0.5,1.0,0.20882352871053358,0.3593294405534484,0.0
internvl3,zero_shot,handwriting_density_grp,high,102,102,1.0,0.500097040876466,0.3558435520427733,0.11615925058548005,0.6392156867419972,0.8997548686816909,0.06862745144787957,0.5125475245434828,0.44093605653071805,0.27450980392156865,0.8823529411764706,0.24199346428603125,0.31730671478083444,0.0
internvl3,zero_shot,handwriting_density_grp,low,96,96,1.0,0.5455640444747861,0.35409617998322773,0.07252350895272441,0.7270833333333333,0.952463910077437,-0.12812500000000002,0.5644135981924072,0.5735229027808089,0.21875,0.8645833333333334,0.2637152777777778,0.3283569506452346,0.0
internvl3,zero_shot,handwriting_density_grp,mid,93,93,1.0,0.4742467732657256,0.33524268120064027,0.14536340852130314,0.871505376344086,1.179814547118062,0.19838709677419353,0.5131795360414817,0.5166001411858696,0.2903225806451613,0.7956989247311828,0.2793906810035842,0.3652178937516178,0.0
internvl3,zero_shot,answer_length_grp,high,99,99,1.0,0.4398538982907333,0.3312764714473493,0.14781111657648804,0.7474747479564011,1.0553136353139432,0.3373737378553911,0.47502528312583525,0.4160345323381776,0.29292929292929293,0.8282828282828283,0.2538720541128807,0.33623317767225436,0.0
internvl3,zero_shot,answer_length_grp,low,97,97,1.0,0.6213884893723962,0.4090537300803836,0.09658076039806063,0.668041237113402,0.8769088163343715,-0.20927835051546392,0.6452304210643817,0.6855409935724853,0.24742268041237114,0.8969072164948454,0.24716494845360826,0.3081963102240824,0.0
internvl3,zero_shot,answer_length_grp,mid,95,95,1.0,0.44026200608803867,0.30542081726332726,0.09439957632728724,0.8131578947368421,1.0967535826486419,0.0005263157894736806,0.46940611529894155,0.4599449223405404,0.24210526315789474,0.8210526315789474,0.28289473684210525,0.3644640782402092,0.0
internvl3,zero_shot,subject,data_mining,32,32,1.0,0.6240437158469945,0.4579673776662484,0.26034063260340634,0.84375,1.159202311936963,0.34375,0.6953200187981459,0.754659118611348,0.40625,0.75,0.2109375,0.28980057798424075,0.0
internvl3,zero_shot,subject,databases,64,64,1.0,0.3095787278799845,0.14695561164809456,0.04173303599872569,0.6765625007450581,0.8548574444303702,-0.23281249925494193,0.33421680074565696,0.24890710897514762,0.265625,0.90625,0.2807291670391957,0.3528037502431301,0.0
internvl3,zero_shot,subject,environment,18,18,1.0,-0.0277481323372466,-0.026315789473684292,-0.009345794392523477,0.5416666666666666,0.6095307849303248,-0.3472222222222222,-0.07635574467394807,0.2558443002671386,0.0,0.9444444444444444,0.2708333333333333,0.3047653924651624,0.0
internvl3,zero_shot,subject,image_processing,28,28,1.0,-0.15796019900497504,-0.03459119496855356,0.04347826086956519,0.8392857142857143,1.0897247358851685,0.5178571428571429,-0.2183823632226191,-0.22313056668069886,0.21428571428571427,0.7857142857142857,0.23928571428571427,0.29246489410818916,0.0
internvl3,zero_shot,subject,machine_learning,36,36,1.0,0.40764331210191085,0.160621761658031,0.018538713195201728,0.375,0.4639803635691685,-0.1527777777777778,0.7359725855317739,0.4310816416098244,0.3055555555555556,1.0,0.15000000000000002,0.1855921454276674,0.0
internvl3,zero_shot,subject,networking,45,45,1.0,0.7728594800945283,0.5472186287192755,0.20000000000000018,0.4666666666666667,0.6084588911522473,0.05111111111111113,0.8169036200759879,0.7930596944680047,0.28888888888888886,0.9555555555555556,0.3111111111111111,0.40235418338683754,0.0
internvl3,zero_shot,subject,other,40,40,1.0,0.025844930417495027,-0.032448377581120846,-0.06060606060606055,0.875,1.1067971810589328,-0.425,0.032232274565958834,0.031382092339600966,0.3,0.825,0.21875,0.2766992952647332,0.0
internvl3,zero_shot,subject,programming,20,20,1.0,0.08243929983060416,0.053672316384180796,0.017341040462427793,1.675,2.0155644370746373,1.075,0.34103586732083674,0.3388386813210512,0.15,0.5,0.41875,0.5038911092686593,0.0
