model,regime,feature,group,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate
internvl3,zero_shot,criterion_scale_grp,large_scale,151,151,1.0,0.3953735616410653,0.23553618323090675,0.06291277613299928,0.990728476821192,1.2853736540257763,0.12185430463576158,0.4206101563037604,0.3951369585975385,0.2781456953642384,0.7350993377483444,0.2642935982339956,0.3408999095693204,0.0
internvl3,zero_shot,criterion_scale_grp,small_scale,140,140,1.0,0.5959778304516758,0.34724950884086436,0.04877892442792131,0.47464285748345514,0.5954440121160096,-0.037499999659402025,0.6369255436994755,0.6164405199999714,0.24285714285714285,0.9714285714285714,0.25767857159887037,0.3324892587391613,0.0
internvl3,zero_shot,criterion_type,application,74,74,1.0,0.40623567171022457,0.358923792083392,0.21675854465270117,0.831081081081081,1.2398234399147978,0.34459459459459457,0.4405581488585312,0.39317304834583416,0.35135135135135137,0.8108108108108109,0.2989864864864865,0.394482641004714,0.0
internvl3,zero_shot,criterion_type,definition_theory,126,126,1.0,0.39059300330771274,0.22545500346369418,0.022805805114029076,0.6972222222222222,0.9037729557557891,-0.08214285714285716,0.4005942429017659,0.3755099556950514,0.1984126984126984,0.8571428571428571,0.23802910052910053,0.2944659695636162,0.0
internvl3,zero_shot,criterion_type,numerical,48,48,1.0,0.4010569583088667,0.19578313253012058,0.018118059614260718,0.9270833333333334,1.1524430571616109,-0.19791666666666666,0.41815308590154876,0.362271420023157,0.2708333333333333,0.7708333333333334,0.24826388888888887,0.3129626205345486,0.0
internvl3,zero_shot,criterion_type,structure_clarity,34,34,1.0,0.5444587880921645,0.3325724720383474,0.1186440677966103,0.5058823543436387,0.634776478007474,0.308823530814227,0.6277867523306655,0.5678231575099614,0.23529411764705882,0.9705882352941176,0.3147058830541723,0.40475119462703374,0.0
pixtral,few_shot,handwriting_density_grp,high,102,102,1.0,0.3552832758086256,0.27994110874119926,0.10526315789473684,0.7333333328658459,1.033222637605208,0.07058823576160506,0.36224509460696136,0.3488707984862173,0.23529411764705882,0.8235294117647058,0.2722222219884785,0.346028667299346,0.0
pixtral,few_shot,handwriting_density_grp,low,96,96,1.0,0.5491338881509391,0.4139361854342538,0.18406697957630358,0.6666666666666666,0.9499177595981665,-0.23958333333333334,0.5833475028139202,0.6075230966983736,0.3020833333333333,0.84375,0.25078125,0.34420949928517103,0.0
pixtral,few_shot,handwriting_density_grp,mid,93,93,1.0,0.3939530381750189,0.250016302575807,0.11202259279182347,0.9973118279569892,1.2744912541831142,0.008064516129032258,0.41441634601074734,0.4230036706945337,0.23655913978494625,0.6774193548387096,0.3172043010752688,0.3973422005938456,0.0
pixtral,few_shot,answer_length_grp,high,99,99,1.0,0.2804905066676143,0.24078617585002404,0.14960629921259838,0.8792929288112756,1.2322579255938872,0.40858585906751227,0.3078689017029256,0.2922844762328497,0.2727272727272727,0.7070707070707071,0.2819023566615301,0.36820632487085697,0.0
pixtral,few_shot,answer_length_grp,low,97,97,1.0,0.646235368041925,0.46503221022384955,0.1653572764683876,0.6134020618556701,0.8517719553481,-0.3556701030927835,0.7052250832152052,0.751464993303261,0.28865979381443296,0.8969072164948454,0.23711340206185566,0.31899353105076234,0.0
pixtral,few_shot,answer_length_grp,mid,95,95,1.0,0.3905484522421624,0.250510488212363,0.08700666324961548,0.8947368421052632,1.1510864433221337,-0.22105263157894736,0.42858399888206833,0.4239847344852434,0.21052631578947367,0.7473684210526316,0.32035087719298244,0.3970634165031402,0.0
pixtral,few_shot,subject,data_mining,32,32,1.0,0.21328224776500637,0.14694408322496744,0.07621247113163976,1.28125,1.5512092057488571,0.46875,0.3097093872064117,0.2849058917869668,0.21875,0.5625,0.3203125,0.3878023014372143,0.0
pixtral,few_shot,subject,databases,64,64,1.0,0.08461274883664383,0.10517953606609465,0.14893617021276595,0.8249999992549419,1.1014195380543723,-0.6843749992549419,0.1446239831685567,0.025726088802951404,0.296875,0.734375,0.32916666629413766,0.428356840770998,0.0
pixtral,few_shot,subject,environment,18,18,1.0,0.06477732793522273,0.021052631578947212,-0.04854368932038833,0.4305555555555556,0.517069735249619,-0.2361111111111111,0.21118547093938186,0.34783279649996723,0.0,0.9444444444444444,0.2152777777777778,0.2585348676248095,0.0
pixtral,few_shot,subject,image_processing,28,28,1.0,-0.13595166163142003,0.006337135614702172,0.19885550786838346,1.0,1.2955969390869324,0.6071428571428571,-0.18412626222730027,-0.19616694257134215,0.2857142857142857,0.5714285714285714,0.27946428571428567,0.348498052874249,0.0
pixtral,few_shot,subject,machine_learning,36,36,1.0,0.4659913169319826,0.21297602256699577,0.046843177189409446,0.4305555555555556,0.5335936864527374,-0.2916666666666667,0.5969743167867184,0.23858263929744508,0.2777777777777778,1.0,0.17222222222222225,0.21343747458109497,0.0
pixtral,few_shot,subject,networking,45,45,1.0,0.6634635471067474,0.40686396418801296,0.042553191489361875,0.5888888888888889,0.7051398600435393,-0.07777777777777778,0.7499533996921532,0.7471118032381234,0.1111111111111111,0.9333333333333333,0.3611111111111111,0.41998677227847175,0.0
pixtral,few_shot,subject,other,40,40,1.0,0.08587257617728528,0.04761904761904767,0.008264462809917328,0.425,0.6422616289332564,-0.3,0.30080080170250156,0.2723030088671308,0.55,1.0,0.10625,0.1605654072333141,0.0
pixtral,few_shot,subject,programming,20,20,1.0,0.12130177514792895,0.07801418439716312,0.04225352112676062,1.625,1.9267848867997692,0.925,0.33175821130853866,0.3201195336096547,0.15,0.45,0.40625,0.4816962216999423,0.0
pixtral,few_shot,criterion_scale_grp,large_scale,151,151,1.0,0.2664781024188386,0.15732821921595042,0.09580838323353302,1.0695364238410596,1.3864290210694437,0.10927152317880795,0.28969177822810654,0.3135744160355403,0.2913907284768212,0.6357615894039735,0.2891832229580574,0.3773991198433993,0.0
pixtral,few_shot,criterion_scale_grp,small_scale,140,140,1.0,0.5568489936751719,0.35208308558290724,0.08254674442373588,0.5003571425165448,0.634302203345794,-0.2253571425165449,0.6373135677141106,0.6598070774844745,0.22142857142857142,0.9428571428571428,0.2691071426868439,0.3460297776299288,0.0
pixtral,few_shot,criterion_type,application,74,74,1.0,0.22657721169223188,0.19209285455204939,0.09413254537779658,1.0168918918918919,1.3659097552398765,0.23986486486486486,0.24486871867045687,0.16924083167390122,0.21621621621621623,0.6891891891891891,0.36317567567567566,0.4419417382415922,0.0
pixtral,few_shot,criterion_type,definition_theory,126,126,1.0,0.18254328208817505,0.12804897906014912,0.052980620440645554,0.8432539682539683,1.1111359124216154,-0.1884920634920635,0.1876093578940593,0.23458363099058968,0.19047619047619047,0.7301587301587301,0.2779100529100529,0.3506748973021645,0.0
pixtral,few_shot,criterion_type,numerical,48,48,1.0,0.5614179719703215,0.34328358208955223,0.1428571428571429,0.5729166666666666,0.8322910148099242,-0.07291666666666667,0.771134213099029,0.7022392118726757,0.4791666666666667,0.8958333333333334,0.16145833333333334,0.24547407836296717,0.0
pixtral,few_shot,criterion_type,structure_clarity,34,34,1.0,0.5670793006834933,0.3266683647478349,0.10147991543340373,0.45735293977400837,0.561052055981231,-0.016176469185773062,0.6033384074677716,0.6461717755537266,0.2647058823529412,1.0,0.2926470581222983,0.3783672345022723,0.0
pixtral,full,handwriting_density_grp,high,102,102,1.0,0.40673732929143747,0.40914973570548707,0.3351955307262571,0.7284313720815322,1.2061525280082315,0.10490196125180114,0.41719741622708695,0.41022977724336024,0.45098039215686275,0.8431372549019608,0.25898692787083144,0.4169247564445131,0.0
pixtral,full,handwriting_density_grp,low,96,96,1.0,0.7399569919281952,0.6210259658011399,0.444015444015444,0.4869791666666667,0.8240366850652545,-0.2838541666666667,0.764206660251669,0.7702906034567397,0.53125,0.8854166666666666,0.18385416666666668,0.3263194370551653,0.0
pixtral,full,handwriting_density_grp,mid,93,93,1.0,0.5257176162028268,0.5036974918045285,0.40731504571903576,0.7526881720430108,1.3013640486415683,-0.46236559139784944,0.5597919802085591,0.5740752563838016,0.5053763440860215,0.8494623655913979,0.23637992831541219,0.3883803638818323,0.0
pixtral,full,answer_length_grp,high,99,99,1.0,0.37559818510294996,0.4178393421487083,0.37019818938096405,0.7555555550739018,1.2895853218223512,0.10303030351195673,0.382064085168804,0.40923470270063017,0.47474747474747475,0.8383838383838383,0.2454545452137186,0.4046308814217664,0.0
pixtral,full,answer_length_grp,low,97,97,1.0,0.7325995098571019,0.5828913190579094,0.40353574173712536,0.5077319587628866,0.7990813023935996,-0.3582474226804124,0.7746801172688071,0.7986022632922775,0.5051546391752577,0.9072164948453608,0.20214776632302406,0.34595829523072025,0.0
pixtral,full,answer_length_grp,mid,95,95,1.0,0.5450628842234337,0.5212125771024523,0.41702572137354743,0.7052631578947368,1.23330962518702,-0.3684210526315789,0.5708566083185584,0.5858859848710987,0.5052631578947369,0.8315789473684211,0.2330701754385965,0.38610458995713187,0.0
pixtral,full,subject,data_mining,32,32,1.0,0.49337260677466865,0.43736263736263736,0.3062330623306233,1.0,1.6393596310755,0.0,0.4961699898074653,0.48848850623406426,0.5,0.75,0.25,0.409839907768875,0.0
pixtral,full,subject,databases,64,64,1.0,0.22809394058962973,0.17838909541511772,0.15401168152474642,0.8093749992549419,1.1014195380543723,-0.7624999992549419,0.37234412380059667,0.3779556620076683,0.328125,0.75,0.33046874962747097,0.4535785562021437,0.0
pixtral,full,subject,environment,18,18,1.0,0.1309328968903437,0.2058823529411764,0.2941176470588236,0.20833333333333334,0.45261585380000896,0.041666666666666664,0.2928615554249814,0.48235730118025505,0.5555555555555556,0.9444444444444444,0.10416666666666667,0.22630792690000448,0.0
pixtral,full,subject,image_processing,28,28,1.0,0.0052631578947368585,0.10810810810810811,0.2893401015228426,0.5892857142857143,0.8504200642707612,0.375,0.00782511368532729,0.030678659702291597,0.4642857142857143,0.9285714285714286,0.1660714285714286,0.23773484629489455,0.0
pixtral,full,subject,machine_learning,36,36,1.0,0.6170212765957446,0.3793103448275863,0.17431192660550465,0.2777777777777778,0.4714045207910317,0.2777777777777778,0.7296752079335872,0.4322620196757879,0.5833333333333334,0.9722222222222222,0.1111111111111111,0.18856180831641264,0.0
pixtral,full,subject,networking,45,45,1.0,0.6808510638297873,0.5408163265306123,0.38650306748466257,0.5333333333333333,0.8432740427115678,-0.4888888888888889,0.7650795273826438,0.7776798827856044,0.5555555555555556,0.9111111111111111,0.28888888888888886,0.485912657903775,0.0
pixtral,full,subject,other,40,40,1.0,0.0,0.0,0.0,0.425,0.6519202405202649,-0.275,,,0.575,1.0,0.10625,0.16298006013006622,0.0
pixtral,full,subject,programming,20,20,1.0,0.11107168204400286,0.12878787878787878,0.13043478260869568,1.725,2.5024987512484396,0.125,0.111821027636469,0.07231916352089354,0.45,0.55,0.43125,0.6256246878121099,0.0
pixtral,full,criterion_scale_grp,large_scale,151,151,1.0,0.46213702621316965,0.41712327776894276,0.2847191261703076,0.8841059602649006,1.4112837610858546,-0.24172185430463577,0.4695728729000097,0.4447586528701344,0.4370860927152318,0.8013245033112583,0.2359271523178808,0.3721377151387609,0.0
pixtral,full,criterion_scale_grp,small_scale,140,140,1.0,0.6798550448960878,0.5865873056596028,0.460836076774955,0.4110714282308306,0.7087589753712675,-0.16464285680225918,0.7114985839014857,0.727272999239679,0.5571428571428572,0.9214285714285714,0.21732142840112958,0.38793754082074416,0.0
pixtral,full,criterion_type,application,74,74,1.0,0.30739693882992913,0.4130740693360624,0.4581401025140347,0.8378378378378378,1.5400070199910199,-0.3108108108108108,0.3170322893449705,0.39953561412088956,0.5945945945945946,0.7837837837837838,0.30236486486486486,0.5102413975598058,0.0
pixtral,full,criterion_type,definition_theory,126,126,1.0,0.400985119150855,0.3697306541256946,0.32510043148341017,0.6964285714285714,1.1062144084490662,-0.12896825396825398,0.41356689755793286,0.39036400843335434,0.42857142857142855,0.8174603174603174,0.22718253968253968,0.3551639398394177,0.0
pixtral,full,criterion_type,numerical,48,48,1.0,0.8370535714285714,0.6230899830220713,0.3299044819985305,0.3854166666666667,0.6166103577895309,-0.2604166666666667,0.8747388241587449,0.6859452786678414,0.6041666666666666,1.0,0.09895833333333333,0.15820535763742385,0.0
pixtral,full,criterion_type,structure_clarity,34,34,1.0,0.6982696905434063,0.5125920185974429,0.27088036117381487,0.4352941162445966,0.6216675848002328,-0.052941175068126005,0.7204374828003923,0.7137092397918413,0.4411764705882353,0.9705882352941176,0.24411764635759237,0.38329070448537816,0.0
pixtral,lora,handwriting_density_grp,high,102,102,1.0,0.5682010845045734,0.537945848563064,0.4207973500532356,0.5127450975717283,0.9308966788548558,-0.022549019140355727,0.5685912717520467,0.5723410776531056,0.5294117647058824,0.9117647058823529,0.1872549017270406,0.3275561450124927,0.0
pixtral,lora,handwriting_density_grp,low,96,96,1.0,0.8597157215883355,0.7310692582855665,0.5641458036061746,0.3385416666666667,0.5940240595576355,-0.020833333333333332,0.8604374710800845,0.8706663339426669,0.6354166666666666,0.9791666666666666,0.11571180555555556,0.21157033842637737,0.0
pixtral,lora,handwriting_density_grp,mid,93,93,1.0,0.5501514909902727,0.5261146496815287,0.40764331210191085,0.6881720430107527,1.211503997304124,-0.20430107526881722,0.5595645382971492,0.5666302130841324,0.5053763440860215,0.9032258064516129,0.2050179211469534,0.33679209133195437,0.0
pixtral,lora,answer_length_grp,high,99,99,1.0,0.492858728631688,0.5077508043287511,0.40748129675810474,0.5838383833567301,1.0642966090130264,-0.1090909086092554,0.49550007216386466,0.5449228855844418,0.5151515151515151,0.8888888888888888,0.19259259235176576,0.3339472458259963,0.0
pixtral,lora,answer_length_grp,low,97,97,1.0,0.8471214967402746,0.7110271231658515,0.558172826652785,0.34536082474226804,0.5909541472260866,-0.041237113402061855,0.8480044002763087,0.8744251391891612,0.6391752577319587,0.9896907216494846,0.1183848797250859,0.214144051248206,0.0
pixtral,lora,answer_length_grp,mid,95,95,1.0,0.576241011997191,0.5481616278588858,0.42778577975644894,0.6052631578947368,1.0894228312566052,-0.08947368421052632,0.5782761069002645,0.5699223614316586,0.5157894736842106,0.9157894736842105,0.19710526315789476,0.3292923921565206,0.0
pixtral,lora,subject,data_mining,32,32,1.0,0.7698343504795118,0.6811254396248534,0.5070603337612323,0.53125,1.015504800579495,0.09375,0.7727627028859336,0.7784902062143276,0.625,0.90625,0.1328125,0.2538762001448738,0.0
pixtral,lora,subject,databases,64,64,1.0,0.5496840517223612,0.35074626865671643,0.17786561264822132,0.5437499992549419,0.7303680570834866,-0.41874999925494194,0.6599830250513469,0.5907569797169752,0.390625,0.984375,0.22239583296080428,0.30101102735757984,0.0
pixtral,lora,subject,environment,18,18,1.0,0.24767801857585148,0.4375,0.6896551724137931,0.1388888888888889,0.4330127018922193,0.1111111111111111,0.5279636773484547,0.8695819912499181,0.8333333333333334,0.9444444444444444,0.06944444444444445,0.21650635094610965,0.0
pixtral,lora,subject,image_processing,28,28,1.0,0.41666666666666663,0.45699831365935917,0.5371900826446281,0.4107142857142857,0.75,0.23214285714285715,0.4413310253208056,0.4503644043022052,0.6428571428571429,0.8928571428571429,0.12142857142857143,0.21957751641341997,0.0
pixtral,lora,subject,machine_learning,36,36,1.0,0.6284953395472703,0.33653846153846145,0.07816711590296499,0.3194444444444444,0.4639803635691685,0.125,0.648502171811602,0.27507410668858356,0.4722222222222222,1.0,0.12777777777777777,0.1855921454276674,0.0
pixtral,lora,subject,networking,45,45,1.0,0.7948328267477204,0.7120658135283364,0.6303901437371664,0.3111111111111111,0.6324555320336759,-0.2222222222222222,0.8224612526994723,0.8191960384990123,0.7333333333333333,0.9555555555555556,0.15555555555555556,0.3415650255319866,0.0
pixtral,lora,subject,other,40,40,1.0,0.2410714285714286,0.1747572815533981,0.13705583756345185,0.425,0.6519202405202649,0.025,0.2492001003363898,0.24282358669909299,0.575,1.0,0.10625,0.16298006013006622,0.0
pixtral,lora,subject,programming,20,20,1.0,-0.11038961038961048,-0.04054054054054057,0.024390243902439157,1.925,2.53229145242012,-0.075,-0.11108833485625602,-0.15025732179435797,0.3,0.5,0.48125,0.63307286310503,0.0
pixtral,lora,criterion_scale_grp,large_scale,151,151,1.0,0.5874638982124736,0.5213483146067416,0.3550997471199775,0.7052980132450332,1.203609362163963,-0.10264900662251655,0.5894942963908903,0.5847594989614414,0.4966887417218543,0.8874172185430463,0.18625827814569537,0.3106410862617465,0.0
pixtral,lora,criterion_scale_grp,small_scale,140,140,1.0,0.7713960425533651,0.6541716060990067,0.5236260914227016,0.30214285680225916,0.5346226968867593,-0.05571428537368774,0.7743835203048073,0.7724945674688886,0.6214285714285714,0.9785714285714285,0.15107142840112958,0.28307936773136505,0.0
pixtral,lora,criterion_type,application,74,74,1.0,0.33369392300349987,0.4675522346755223,0.5087719298245614,0.7027027027027027,1.382809517671238,-0.14864864864864866,0.33766239717402124,0.3743969421224464,0.6216216216216216,0.8648648648648649,0.21452702702702703,0.3847274394980201,0.0
pixtral,lora,criterion_type,definition_theory,126,126,1.0,0.6150043926126874,0.5251153421274937,0.42803474994130075,0.4603174603174603,0.7924494876496485,-0.04365079365079365,0.6158283750453148,0.6085401108167556,0.5396825396825397,0.9285714285714286,0.15185185185185185,0.2578165166567552,0.0
pixtral,lora,criterion_type,numerical,48,48,1.0,0.8580676096859267,0.6515093618647306,0.346494213750851,0.3958333333333333,0.6208193510729725,-0.020833333333333332,0.8584582438714836,0.6226143135597567,0.5833333333333334,1.0,0.10243055555555554,0.16002386974726265,0.0
pixtral,lora,criterion_type,structure_clarity,34,34,1.0,0.6410209894236525,0.45644114921223355,0.28337236533957844,0.4058823515387142,0.5851093392969652,0.0058823543436387,0.6411952020181471,0.6197944697623669,0.47058823529411764,1.0,0.23088235223994533,0.373083336413734,0.0
pixtral,zero_shot,handwriting_density_grp,high,102,102,1.0,0.2833623770163888,0.3118469518153799,0.22030804335424992,0.7039215681599635,1.1040922097192085,0.3058823534086639,0.306791674944795,0.2884528698104348,0.3431372549019608,0.8333333333333334,0.2573529409427268,0.3635001415007336,0.0
pixtral,zero_shot,handwriting_density_grp,low,96,96,1.0,0.6701358544530069,0.518854415274463,0.2504799692819659,0.546875,0.8220591523728691,0.052083333333333336,0.6827257607132158,0.738755532902964,0.3645833333333333,0.9270833333333334,0.19479166666666667,0.2750210429659412,0.0
pixtral,zero_shot,handwriting_density_grp,mid,93,93,1.0,0.4715221025985593,0.32712561006935525,0.11596958174904937,0.9086021505376344,1.2109491523025917,0.1989247311827957,0.49887206541367946,0.5285019250589097,0.24731182795698925,0.7741935483870968,0.29086021505376347,0.37468026990955666,0.0
pixtral,zero_shot,answer_length_grp,high,99,99,1.0,0.2043973306631971,0.20218608658195125,0.13272530901236057,0.9070707065890534,1.2746162027675125,0.5070707075523607,0.24134715400541668,0.22745422183183148,0.26262626262626265,0.7474747474747475,0.2900673398265132,0.3825860083691062,0.0
pixtral,zero_shot,answer_length_grp,low,97,97,1.0,0.7311165898087708,0.549612295120026,0.2384449791059896,0.5154639175257731,0.7478491495719334,-0.05670103092783505,0.7381221758142329,0.7885215523993063,0.36082474226804123,0.9484536082474226,0.1925257731958763,0.2705989601806687,0.0
pixtral,zero_shot,answer_length_grp,mid,95,95,1.0,0.4919417287774659,0.4030870099713153,0.22833935018050544,0.7263157894736842,1.078497980868227,0.10526315789473684,0.5134619042017697,0.5388507430758567,0.3368421052631579,0.8421052631578947,0.25903508771929823,0.358372090927231,0.0
pixtral,zero_shot,subject,data_mining,32,32,1.0,0.16492693110647183,0.1578947368421053,0.10801393728222997,1.375,1.7677669529663689,1.0,0.3289810959905129,0.33184323517867576,0.25,0.59375,0.34375,0.4419417382415922,0.0
pixtral,zero_shot,subject,databases,64,64,1.0,0.5087948193700824,0.31892192275632125,0.1516936671575847,0.5984374992549419,0.7765106242370192,-0.28593749925494194,0.5463029959998975,0.5650446285150089,0.296875,0.890625,0.2458333329608043,0.32211594254832665,0.0
pixtral,zero_shot,subject,environment,18,18,1.0,0.2622950819672131,0.09606986899563308,0.11026615969581754,0.3194444444444444,0.4370036867375631,-0.125,0.48865517455701835,-0.1467167315052277,0.2777777777777778,0.9444444444444444,0.1597222222222222,0.21850184336878156,0.0
pixtral,zero_shot,subject,image_processing,28,28,1.0,-0.15463917525773208,-0.04186046511627928,0.046439628482972006,0.8571428571428571,1.1019463300386794,0.5357142857142857,-0.2166299896289002,-0.2340233064450909,0.21428571428571427,0.7857142857142857,0.24642857142857144,0.2997022331772464,0.0
pixtral,zero_shot,subject,machine_learning,36,36,1.0,0.6411483253588517,0.3752066115702479,0.1990632318501172,0.2916666666666667,0.4166666666666667,-0.06944444444444445,0.6750651138773316,0.3610003161307225,0.4722222222222222,1.0,0.11666666666666667,0.16666666666666666,0.0
pixtral,zero_shot,subject,networking,45,45,1.0,0.7880920162381597,0.5727347321533232,0.22885572139303478,0.45,0.6020797289396148,0.06111111111111111,0.8174744628979402,0.799031308658633,0.3111111111111111,0.9555555555555556,0.3111111111111111,0.4183300132670378,0.0
pixtral,zero_shot,subject,other,40,40,1.0,-0.2351543942992873,-0.11675126903553301,-0.05124835742444156,0.55,0.806225774829855,-0.05,-0.25068433085328035,-0.22798518291349007,0.5,0.95,0.1375,0.20155644370746376,0.0
pixtral,zero_shot,subject,programming,20,20,1.0,0.04060066740823132,0.026798307475317307,0.008746355685131157,1.725,2.0766559657295187,1.125,0.2347169813327799,0.23320477421700708,0.15,0.5,0.43125,0.5191639914323797,0.0
pixtral,zero_shot,criterion_scale_grp,large_scale,151,151,1.0,0.28055344974356144,0.19038458112898338,0.08119071765197161,0.9966887417218543,1.3647647348378231,0.4337748344370861,0.3497756941160276,0.38090608686543626,0.32450331125827814,0.7483443708609272,0.26241721854304634,0.3555153841591166,0.0
pixtral,zero_shot,criterion_scale_grp,small_scale,140,140,1.0,0.6719720989220038,0.4636896470155334,0.1856026177058716,0.41642857108797343,0.5627737427331938,-0.07714285680225917,0.6950239583424198,0.7170526734370173,0.3142857142857143,0.95,0.23124999982970101,0.32414034650846013,0.0
pixtral,zero_shot,criterion_type,application,74,74,1.0,0.24153935409011795,0.2420037007665874,0.13047001620745546,1.0472972972972974,1.465826950444236,0.4797297297297297,0.2679283618506465,0.2295691351008266,0.21621621621621623,0.7162162162162162,0.3597972972972973,0.45233067609940025,0.0
pixtral,zero_shot,criterion_type,definition_theory,126,126,1.0,0.3022638872570542,0.25242225205936786,0.1704815126693714,0.6488095238095238,0.9425459443140463,0.09325396825396826,0.3155921456925702,0.34766972984628647,0.31746031746031744,0.8571428571428571,0.21038359788359787,0.2857034003658333,0.0
pixtral,zero_shot,criterion_type,numerical,48,48,1.0,0.5478502080443828,0.31272727272727274,0.09999999999999998,0.65625,0.9213893494789992,0.11458333333333333,0.6081821695911674,0.4073975583308417,0.4375,0.875,0.18055555555555555,0.26076365771553595,0.0
pixtral,zero_shot,criterion_type,structure_clarity,34,34,1.0,0.6307610477772843,0.41558600440420845,0.19877049180327866,0.41323529271518483,0.5396758278434589,0.11617647199069753,0.6640006491524025,0.7198580143721798,0.3235294117647059,1.0,0.27058823459288656,0.37788108901702067,0.0
qwen25vl,few_shot,handwriting_density_grp,high,102,102,1.0,0.599735554060637,0.43169974498281405,0.17053903345724897,0.5911764701207479,0.8346068692717028,0.06764705929101682,0.6058373974886943,0.5725331033608351,0.3137254901960784,0.9019607843137255,0.23839869257671378,0.32327554857451707,0.0
qwen25vl,few_shot,handwriting_density_grp,low,96,96,1.0,0.6382348657701831,0.46782988004362047,0.1758584807492195,0.6354166666666666,0.899218410621135,-0.234375,0.6584153541029878,0.6996178479926121,0.3125,0.90625,0.24227430555555554,0.32806050953546156,0.0
qwen25vl,few_shot,handwriting_density_grp,mid,93,93,1.0,0.5336235746472855,0.3973061120759034,0.18398683849739517,0.8225806451612904,1.1512032041322249,-0.005376344086021506,0.5491172583914057,0.5513447901939943,0.3118279569892473,0.8387096774193549,0.2590501792114695,0.3536895901279462,0.0
qwen25vl,few_shot,answer_length_grp,high,99,99,1.0,0.5075068345807376,0.38824075940712943,0.16735738664066302,0.7121212116395584,1.021140182088127,0.18686868735034057,0.5172605481092529,0.5050452822183683,0.30303030303030304,0.8585858585858586,0.2487373734965469,0.3398035755330747,0.0
qwen25vl,few_shot,answer_length_grp,low,97,97,1.0,0.6752865792080478,0.4815044698689147,0.16975748930099854,0.5948453608247423,0.8243397858130024,-0.29072164948453605,0.7134088014974365,0.7526960421448562,0.31958762886597936,0.9278350515463918,0.2268041237113402,0.30357973074789135,0.0
qwen25vl,few_shot,answer_length_grp,mid,95,95,1.0,0.5545473208786698,0.41444233868825164,0.19101270797851444,0.7326315789473684,1.0401416907528056,-0.06736842105263158,0.5663401156913299,0.5730125523487194,0.3157894736842105,0.8631578947368421,0.26359649122807016,0.35916264702435835,0.0
qwen25vl,few_shot,subject,data_mining,32,32,1.0,0.7394198763670946,0.5654797827398914,0.28268991282689915,0.703125,1.034559084827928,0.265625,0.7640967671031696,0.7662235734609386,0.4375,0.875,0.17578125,0.258639771206982,0.0
qwen25vl,few_shot,subject,databases,64,64,1.0,0.3614597948664081,0.2357127453094673,0.1578947368421053,0.6921874992549419,0.9116434325232915,-0.47343749925494194,0.4406275509621122,0.4174800568427119,0.328125,0.84375,0.29661458296080434,0.3967697251473329,0.0
qwen25vl,few_shot,subject,environment,18,18,1.0,-0.11873840445269024,-0.032786885245901676,0.0,0.5833333333333334,0.6821127309893709,-0.3888888888888889,-0.2524149167425064,-0.41573970964154905,0.0,0.9444444444444444,0.2916666666666667,0.34105636549468543,0.0
qwen25vl,few_shot,subject,image_processing,28,28,1.0,0.09308176100628918,0.042925278219395846,-0.022222222222222143,0.7678571428571429,0.958980113006968,0.3392857142857143,0.10500986767097055,0.07909115788387003,0.17857142857142858,0.8571428571428571,0.22678571428571428,0.2720622302761946,0.0
qwen25vl,few_shot,subject,machine_learning,36,36,1.0,0.0,0.0,0.0,0.4166666666666667,0.565194165260439,-0.1111111111111111,,,0.3055555555555556,0.9722222222222222,0.16666666666666666,0.2260776661041756,0.0
qwen25vl,few_shot,subject,networking,45,45,1.0,0.8200589970501475,0.6020164499867339,0.24347826086956526,0.4444444444444444,0.593670316290485,0.004444444444444449,0.8238921899645797,0.8140554675305909,0.35555555555555557,1.0,0.28888888888888886,0.379619692733545,0.0
qwen25vl,few_shot,subject,other,40,40,1.0,-0.06617647058823528,-0.013215859030837107,0.022004889975550057,0.575,0.85146931829632,-0.375,-0.0873292650104037,-0.07291553896775935,0.5,0.925,0.14375,0.21286732957408,0.0
qwen25vl,few_shot,subject,programming,20,20,1.0,-0.007905138339920903,-0.0028248587570620654,0.017341040462427793,1.775,2.112463017427761,1.075,-0.032702069469121325,-0.0462052747255979,0.15,0.45,0.44375,0.5281157543569402,0.0
qwen25vl,few_shot,criterion_scale_grp,large_scale,151,151,1.0,0.5172328988511401,0.36734347700710734,0.1565733772342428,0.8178807947019867,1.1644570687237303,0.10264900662251655,0.5422412646816246,0.493298421835065,0.3708609271523179,0.8410596026490066,0.21633554083885212,0.3047559609460593,0.0
qwen25vl,few_shot,criterion_scale_grp,small_scale,140,140,1.0,0.5383564911853553,0.34267731661695566,0.06285860002550048,0.5307142853736877,0.6926914375722237,-0.22571428537368773,0.5772501125719132,0.6007885662208744,0.25,0.9285714285714286,0.2785714284011296,0.3645079851075731,0.0
qwen25vl,few_shot,criterion_type,application,74,74,1.0,0.3212424431936626,0.2861736334405144,0.1973969631236442,0.9324324324324325,1.3355836865519823,0.20270270270270271,0.33308795837653554,0.28481225720160475,0.32432432432432434,0.7567567567567568,0.33614864864864863,0.4438487233159393,0.0
