model,regime,n_total,n_valid,parse_rate,qwk,linear_kappa,cohen_kappa,mae,rmse,bias,pearson,spearman,exact_match,adjacent_match,mae_normalized,rmse_normalized,over_max_rate,n_answers_total,n_answers_complete,answer_parse_rate,n_answers,answer_mae,answer_rmse,answer_bias,answer_pearson,answer_within_1,route_two_model,route_three_model,route_single_model,route_dropped
ensemble,zero_shot,291,291,1.0,0.5754529525741963,0.3981124126767105,0.08093017057569296,0.6908934706265164,0.9351893058543287,0.1304123712978822,0.6063570085265233,0.6166488987476274,0.18556701030927836,0.8350515463917526,0.243613974717611,0.3105486037266066,0.0,72,72,1.0,72,1.820138888226615,2.400817279122573,0.5270833339956071,0.7189931537932541,0.3888888888888889,283,8,0,0
